Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Cover_Type,soil_type,Wilderness
2790,83,13,268,157,1436,238,217,108,872,2,32,3
3107,151,6,421,-11,2173,228,240,145,1771,2,32,3
3123,39,3,513,62,2126,220,232,149,2414,1,32,3
3185,122,6,162,20,4965,230,235,138,1273,1,29,1
3016,358,22,810,-9,849,180,193,146,1328,1,24,3
3001,67,14,95,13,1123,233,211,106,1771,2,22,3
3205,44,18,391,143,1080,221,198,105,509,1,22,1
2890,159,14,216,55,2886,234,242,136,3085,2,30,1
2958,61,12,258,18,2074,230,215,117,573,1,31,3
3012,8,2,90,1,5148,217,235,155,2568,1,23,1
2881,25,12,95,6,1473,213,213,134,2501,2,11,3
3034,295,13,499,-86,1797,184,236,192,1987,2,32,3
3325,151,17,30,-6,1994,239,238,121,942,7,39,3
2738,108,36,42,20,2068,253,174,0,655,2,13,3
3009,263,16,212,17,1928,178,246,206,1371,1,23,3
3026,12,18,671,11,2529,198,200,135,2315,2,24,3
2666,62,27,175,73,616,231,173,56,1753,2,10,3
2723,189,14,120,51,1561,220,250,160,1320,2,10,3
3041,338,9,95,20,3582,200,227,166,750,1,22,3
3054,89,10,30,5,3192,236,224,119,2534,1,29,1
2673,41,10,30,-6,552,222,217,130,1410,2,12,1
3288,42,7,0,0,3866,222,224,137,2174,7,38,1
2877,310,12,30,10,4139,187,232,185,6051,2,20,1
3028,323,12,60,7,3015,188,227,178,2512,1,24,3
3148,54,6,420,39,4283,224,227,138,2006,2,29,1
2960,199,17,560,75,2760,212,252,170,2040,2,33,3
3258,105,21,228,58,967,250,208,76,990,7,39,3
2985,333,12,67,15,3774,192,225,171,1708,2,29,1
2994,62,17,319,19,4770,232,204,99,2554,1,23,1
2813,54,25,365,134,384,225,177,72,1928,2,29,1
3181,95,20,42,8,1159,247,206,79,1504,1,29,1
3165,100,14,192,42,5047,243,219,102,1282,1,29,1
2604,226,13,430,86,2249,201,252,186,362,3,2,3
2754,264,19,30,10,1034,169,245,214,1571,2,13,3
3014,144,24,270,0,2602,246,227,95,1548,2,33,3
2986,36,2,309,38,3957,219,234,152,2300,2,29,1
3020,13,20,785,151,2478,197,195,130,1650,2,24,3
3076,261,11,134,21,2818,194,246,191,513,1,23,3
3125,345,15,339,82,2982,189,215,164,2486,1,32,3
3404,192,6,883,198,1406,220,244,160,1776,7,38,3
2843,124,21,708,209,2813,250,220,87,1803,2,10,3
2987,346,7,95,20,3737,207,229,161,2389,1,29,1
3019,176,14,30,3,816,226,247,149,1489,2,22,3
3087,175,21,402,103,480,227,246,141,1557,2,33,3
3041,333,11,234,39,3005,195,226,170,918,1,32,3
3053,328,12,108,0,2443,190,226,175,765,1,22,3
3172,135,16,67,20,3933,244,231,112,3156,1,30,1
3198,23,10,60,8,1275,214,218,139,1493,1,29,1
3234,299,13,424,90,3903,182,234,193,1605,1,39,3
2755,30,21,30,2,1294,208,188,108,1664,2,20,3
3106,202,13,509,56,6049,213,251,170,1947,2,29,1
3242,317,16,319,62,4651,175,224,188,959,1,32,3
3164,36,13,484,69,5791,219,211,126,1262,1,29,1
3263,108,7,424,29,420,232,232,133,745,1,32,3
3299,172,19,741,106,2448,229,245,141,1704,2,33,3
2928,7,23,242,122,247,187,189,133,655,2,29,1
3277,346,8,277,8,1790,205,228,161,1242,1,31,3
3066,235,10,582,89,6162,204,249,182,1575,2,29,1
3070,105,26,216,54,3241,253,197,55,2117,2,33,3
2931,128,18,402,121,402,247,226,101,1377,2,29,1
3197,27,20,600,10,1879,206,191,114,1965,1,33,3
3207,85,6,0,0,2296,228,230,136,3007,2,29,1
2614,102,15,242,59,992,244,219,100,3512,2,29,1
3015,76,19,402,48,4818,240,202,85,1477,1,29,1
2581,6,6,153,25,1260,212,227,153,4916,2,12,1
2644,53,10,382,25,379,226,219,127,1825,2,12,1
3162,351,14,30,5,4097,195,215,158,1965,1,22,3
2971,76,27,150,47,2323,241,180,52,2525,1,33,3
2979,15,7,297,87,1500,214,225,148,1806,2,32,3
2556,332,13,306,107,721,190,224,173,1345,3,11,3
3039,10,7,591,59,1396,213,227,151,2538,2,29,1
3247,64,18,510,251,812,234,201,94,2064,7,30,1
2851,38,13,277,52,1338,219,211,124,2180,2,11,3
3232,142,27,793,351,1158,247,222,85,2704,1,29,1
3136,117,12,162,36,3336,240,229,118,3167,2,29,1
2829,114,18,30,-2,4859,248,219,92,124,1,23,1
3248,320,22,190,53,4328,156,212,193,2373,1,32,3
3099,86,7,268,46,3564,230,229,132,708,2,29,1
3077,36,10,510,78,2864,219,217,132,1813,2,32,3
3025,38,20,960,156,2550,215,192,104,1291,2,24,3
3222,247,14,685,156,6174,189,250,197,1776,2,30,1
3031,204,9,531,-41,5778,215,249,168,2952,2,29,1
2927,114,20,864,132,2799,250,216,85,1617,2,10,3
3165,331,2,30,1,5055,213,236,160,2736,1,23,1
2924,351,21,124,42,1320,177,198,156,1800,2,33,3
2818,164,11,175,17,3477,230,243,144,6432,2,30,1
3130,273,5,210,20,335,208,241,172,2133,1,22,1
2788,166,10,60,-16,2568,229,244,147,1034,2,10,3
2598,184,19,95,9,1365,221,249,153,319,3,4,3
2977,21,14,285,71,2628,210,209,133,1342,2,33,3
2881,240,25,127,45,778,165,251,216,661,2,13,3
2814,21,25,180,20,808,194,178,110,1053,2,33,3
2749,37,15,285,49,2224,219,206,119,2232,2,29,1
2801,331,17,108,31,1873,177,216,177,2856,2,29,1
2633,66,8,424,18,3073,229,224,128,2897,1,11,3
3219,175,26,362,128,3788,224,242,133,582,2,33,3
3257,143,12,258,-2,2980,237,237,129,797,1,23,1
3223,39,13,700,113,1771,220,210,122,2992,1,24,3
3273,113,23,371,111,1595,252,210,73,2773,1,29,1
3162,29,12,459,69,2767,216,213,132,3612,1,30,1
2717,6,11,30,2,1075,206,218,149,2270,2,20,3
3041,26,11,150,20,2790,215,215,136,1138,2,31,3
3139,103,15,335,16,3316,244,219,100,4786,2,29,1
2948,110,8,90,2,1318,234,231,129,2168,2,22,1
3165,334,16,242,37,3451,182,217,174,1717,1,31,3
3062,95,3,350,46,1296,224,235,147,2873,2,29,1
3264,31,6,300,49,5474,219,228,145,511,1,22,1
2814,209,32,300,180,875,180,250,186,1698,2,33,3
2691,193,24,390,-44,1082,209,251,163,865,2,3,3
3147,101,14,201,31,2191,243,220,104,3087,1,24,3
2497,7,14,0,0,832,202,212,145,1667,6,20,3
2843,207,4,30,0,4042,217,244,163,3421,1,23,1
2850,150,4,408,66,2084,225,239,150,1559,2,12,1
3057,335,13,391,-63,1905,191,223,171,2060,2,32,3
3040,110,6,60,-9,3565,231,233,135,1261,1,23,3
2808,6,4,210,16,4175,214,231,154,5431,1,16,1
3100,67,6,30,-5,3663,227,228,135,4101,1,29,1
2575,180,7,201,47,874,223,244,156,1329,3,4,3
3243,80,13,180,-9,1747,237,216,108,2613,1,22,1
3188,333,1,153,13,4211,216,237,158,3132,1,29,1
2903,18,2,90,3,5199,217,234,154,4784,2,16,1
3008,186,21,242,41,4540,218,249,154,1765,2,29,1
3264,204,19,309,38,3300,207,253,175,1074,2,32,3
2555,118,14,134,-9,1282,243,227,111,1381,3,2,3
2991,72,5,67,0,5354,226,230,138,4881,1,29,1
3257,107,9,300,47,2100,235,230,126,1853,1,32,3
2747,82,23,85,11,3007,244,192,65,1348,2,10,3
2865,111,12,60,0,3569,241,226,113,2866,1,29,1
3083,76,9,742,84,2581,232,223,124,2132,1,32,3
2845,54,11,268,45,1683,226,217,123,2676,2,26,3
3213,93,28,90,47,1422,250,186,46,1348,2,29,1
3136,244,13,127,5,1976,193,250,194,366,2,32,3
2612,212,12,408,96,741,210,251,176,1632,3,4,3
3394,264,11,484,104,1273,193,245,191,2934,1,32,3
2695,27,22,120,45,1126,205,186,109,2079,2,29,1
3136,59,1,752,55,1756,220,235,152,2787,1,32,3
3266,97,6,531,75,5783,230,231,135,2847,2,29,1
3223,39,13,210,11,1061,220,210,122,2317,1,23,1
3142,185,23,459,127,1917,217,249,152,1082,2,29,1
3010,18,15,331,65,1758,207,206,133,3369,1,33,3
2920,34,7,175,14,1756,219,224,141,1926,2,29,1
2558,174,10,162,23,1340,226,245,152,2080,3,4,3
2721,332,4,0,0,1530,211,235,162,2300,1,20,1
3208,314,13,799,187,4321,185,230,185,2205,1,29,1
3054,135,8,240,20,6705,233,237,135,3339,2,29,1
2896,1,20,60,25,1230,188,199,145,1924,2,33,3
2803,77,11,0,0,1012,234,220,117,1931,1,29,1
3183,49,9,417,115,1846,224,221,131,2821,2,29,1
2483,216,32,95,40,1216,171,250,196,1208,3,3,3
2457,10,22,60,3,408,191,191,132,1128,6,10,3
2931,272,8,371,-44,1201,198,243,184,371,2,32,3
2776,276,9,30,7,2401,196,242,186,2767,1,23,1
3168,96,7,306,26,3087,232,229,129,4254,1,23,1
3115,47,9,30,-1,2458,223,220,131,1253,1,29,1
3145,356,13,277,51,3961,198,216,155,1065,1,29,1
3053,1,14,30,7,1266,199,213,150,2460,1,24,3
2872,119,18,153,-4,446,248,222,95,1710,2,29,1
3390,320,8,309,30,1702,200,233,172,745,7,38,3
2991,186,6,30,-4,2100,221,245,158,1298,1,21,3
2948,284,8,175,21,2026,198,240,181,1898,2,32,3
3213,178,25,390,131,3388,222,245,141,900,2,33,3
2908,111,26,513,132,2155,254,200,57,1842,2,13,3
2906,51,23,42,17,2084,224,183,80,1500,1,33,3
3028,303,17,67,19,3182,169,229,199,433,1,29,1
2757,62,29,180,82,210,230,168,51,1689,5,29,1
2630,23,17,150,32,1392,208,202,127,1974,2,11,3
2556,277,11,342,107,750,189,242,193,1387,3,11,3
2694,84,7,60,5,1910,231,227,129,5568,2,29,1
3010,319,5,408,78,2920,207,235,167,1332,2,32,3
3406,35,15,713,57,3472,217,206,121,1624,7,39,3
2735,7,22,120,7,1140,189,192,135,1926,2,24,3
2895,103,17,108,37,5541,247,215,91,726,2,30,1
2920,22,11,95,1,899,213,216,138,706,2,31,3
2885,82,21,234,58,1026,243,199,77,285,5,30,1
2697,158,17,497,-24,607,236,241,129,95,3,4,3
2941,301,15,108,24,4771,176,232,196,2182,2,29,1
3080,64,10,240,33,2949,230,219,122,6072,1,29,1
3187,354,15,247,44,690,193,212,156,1806,2,29,1
3125,30,14,67,1,2966,215,208,126,3215,2,31,3
2965,107,19,162,25,1180,249,213,85,626,2,33,3
2512,330,27,150,66,607,146,197,184,987,2,33,3
3205,0,9,30,-2,3915,207,223,154,3473,1,23,1
2995,146,9,30,0,4169,233,239,138,2340,2,29,1
3508,99,19,888,223,2489,247,210,84,1129,1,40,1
3031,67,15,30,14,1261,234,208,102,1369,1,23,3
2943,208,17,182,32,1503,206,253,178,1409,2,31,3
3286,230,7,0,0,1431,209,247,175,1397,1,38,3
2663,20,12,295,80,1126,211,213,137,1060,2,12,1
3101,43,22,190,25,1084,219,187,94,1549,2,33,3
2742,178,12,90,3,2170,225,247,152,1383,2,12,1
3153,63,7,384,90,607,226,226,134,642,1,31,3
2991,334,12,258,19,2505,193,224,170,323,1,29,1
3031,231,18,474,77,1230,188,253,198,671,2,13,3
2827,99,17,90,25,120,246,214,90,661,1,29,1
2581,115,15,192,40,566,244,225,106,2322,2,30,1
2863,80,15,210,47,3404,239,212,100,2941,2,12,1
2907,99,6,228,10,2234,230,232,136,2445,2,29,1
3201,341,12,516,98,3057,194,222,166,3722,1,29,1
2891,11,8,60,11,5038,211,223,148,1266,2,29,1
2936,149,12,319,-2,4765,236,239,131,2118,2,29,1
3048,318,14,408,-72,1920,182,226,184,2176,2,32,3
3126,261,10,417,59,3148,197,245,187,1742,2,33,3
3062,13,5,85,-4,3714,215,229,151,1786,2,29,1
2667,50,4,85,5,127,221,231,146,1040,2,11,3
2959,126,7,120,4,4452,232,236,137,5291,2,12,1
2619,12,18,240,35,1266,198,200,135,2694,2,11,3
3246,108,7,180,-9,1294,232,232,133,2795,1,22,1
3173,161,18,60,9,845,235,241,129,2607,2,23,1
3160,108,26,192,36,859,253,200,58,661,7,39,3
3060,81,17,120,19,1045,241,208,92,1448,1,33,3
3244,105,13,474,117,598,242,223,108,912,7,31,3
2795,81,12,323,4,360,237,218,110,649,5,30,1
3067,64,9,134,3,4264,229,221,125,2831,2,29,1
3301,284,21,1045,214,3651,156,235,216,2397,2,27,3
3021,90,1,42,1,4348,220,237,153,940,2,29,1
2882,357,15,616,87,3178,195,211,153,1458,2,32,3
2903,72,10,300,52,1681,231,221,122,2661,1,32,3
2943,49,5,0,0,1847,222,229,142,1095,1,29,1
2837,235,29,124,21,1199,159,250,217,153,2,13,3
2991,108,10,324,16,5815,237,229,122,3682,2,29,1
3142,170,4,228,32,5375,223,241,154,552,1,29,1
3027,223,23,182,76,1490,183,254,199,1153,2,13,3
2947,51,3,85,7,1756,221,232,148,537,1,32,3
2999,34,3,153,7,2734,219,232,149,1492,2,29,1
2663,74,4,240,16,1449,225,231,142,6108,2,12,1
3086,123,25,175,50,2928,252,213,73,2860,1,29,1
2899,40,4,210,40,966,220,231,148,2250,2,34,3
2840,23,14,120,8,1409,211,209,131,960,1,31,3
3166,23,8,371,71,4884,216,223,144,2023,1,29,1
2783,333,22,85,28,1698,163,205,178,2791,2,29,1
3133,85,10,67,5,4935,235,223,119,2710,2,29,1
2916,284,12,258,38,1189,187,240,192,1812,2,29,1
3049,3,20,277,85,2463,188,197,142,1256,1,24,3
3272,321,20,67,6,3656,165,217,190,1590,1,29,1
3269,14,15,618,102,2806,204,207,137,3449,1,31,3
2723,207,8,150,12,1027,215,248,168,2038,1,12,1
3029,216,4,134,7,3313,215,244,165,192,2,29,1
2716,25,11,0,0,1387,215,216,137,1521,2,20,3
3403,186,10,780,197,1718,222,247,158,1471,7,38,3
3302,213,10,541,75,4113,211,250,174,2131,1,23,1
2492,245,12,30,9,1158,196,249,190,1044,3,4,3
3069,151,12,127,28,780,235,240,134,342,2,33,3
3139,51,13,218,33,3235,226,211,116,5155,1,30,1
3321,355,23,180,44,5393,176,193,150,633,1,39,1
2818,10,21,361,13,3127,193,193,132,2431,1,10,3
3054,116,16,255,-15,4179,246,223,101,2564,2,29,1
2990,339,11,212,8,90,197,225,166,1183,1,19,3
3122,106,22,170,28,3695,251,208,73,2853,1,22,3
2989,322,14,60,11,2608,183,225,181,918,2,23,1
3201,179,26,270,88,2845,220,244,139,966,1,33,3
3250,139,4,319,23,4328,227,238,146,2255,7,38,1
2724,135,5,134,5,1243,228,238,144,721,2,11,3
3073,139,11,212,-6,6017,236,237,130,2624,2,29,1
2932,353,10,124,13,4667,203,222,158,6039,2,12,1
2636,353,37,335,204,778,134,152,139,1651,2,10,3
2770,325,24,466,211,1073,154,206,189,785,6,33,3
3188,63,6,424,16,4718,226,227,135,1616,1,29,1
2899,141,10,42,0,808,236,237,131,2048,2,23,1
3224,272,25,888,303,3373,145,238,227,2474,2,27,3
2692,239,3,30,-1,743,214,241,165,1421,1,12,1
2584,123,33,30,8,1422,253,194,39,323,3,10,3
2764,82,14,400,14,1661,239,214,103,1756,2,29,1
3235,79,5,150,1,3483,226,231,139,1869,7,38,1
3095,337,23,30,7,3159,162,201,174,576,1,29,1
2689,94,8,170,7,234,232,229,129,1126,2,11,3
2859,135,5,331,58,2754,229,238,143,2609,2,12,1
2928,79,18,190,48,2350,241,204,87,601,2,32,3
2772,324,6,127,15,810,204,233,168,2059,2,11,3
2904,354,9,295,16,3937,205,224,157,3720,2,29,1
3190,16,10,182,95,4867,211,219,143,1825,1,29,1
3119,92,18,228,52,3547,245,210,88,3005,2,29,1
3374,317,9,384,46,1465,197,233,175,854,7,39,3
3006,162,15,218,37,4874,233,243,136,716,2,30,1
3262,122,6,342,10,6331,230,235,138,541,1,22,1
3193,276,13,268,10,2252,185,242,197,845,1,32,3
3259,26,15,175,25,1627,212,206,128,2379,1,39,1
2948,346,4,67,9,2112,212,233,159,2028,2,29,1
2950,124,14,124,17,1987,243,229,112,2742,2,32,3
2544,1,16,382,82,960,195,208,149,1573,2,4,3
3377,119,8,42,-1,2291,235,233,129,3442,7,38,1
3219,31,7,42,4,4668,218,225,143,323,1,38,1
2534,235,23,408,161,780,173,253,210,1448,3,11,3
2916,184,6,570,3,3703,222,244,158,4101,2,23,1
3065,222,17,366,160,1959,197,254,189,2047,2,23,3
3218,196,7,451,27,5942,219,246,162,3191,2,29,1
2757,273,12,42,2,1584,186,243,196,1290,1,13,3
2708,24,11,350,22,1187,214,215,136,2069,2,12,1
2764,48,6,120,8,1907,223,227,140,1641,2,29,1
3006,312,13,42,10,2732,185,230,185,793,1,23,1
2932,94,13,42,0,3565,240,221,109,1615,2,30,1
3235,96,12,0,0,1765,239,222,111,2694,1,22,1
2932,90,6,240,17,3884,230,230,134,5623,2,29,1
2938,48,12,255,11,2362,224,214,122,2312,2,29,1
3365,287,15,228,83,2271,178,238,200,2729,1,39,1
2903,281,11,323,59,2122,189,241,192,1307,2,31,3
3076,31,11,270,7,3436,217,216,133,5074,2,29,1
2635,216,29,42,20,277,178,252,195,1463,2,13,3
3320,204,20,108,-6,2797,205,254,176,503,7,33,3
3031,155,15,228,10,5382,236,240,130,1800,2,29,1
2800,102,23,319,119,1084,251,202,66,443,6,24,3
3003,73,16,192,55,573,237,207,96,1572,2,32,3
2976,180,13,488,55,1832,224,248,153,1992,2,32,3
3068,138,33,552,187,907,248,208,59,2596,1,29,1
3329,96,9,285,32,2620,234,228,125,1554,7,38,3
2683,98,18,67,14,1418,246,213,89,812,2,23,1
2945,123,38,484,118,940,252,182,21,636,2,30,1
3073,298,15,270,78,2560,177,234,196,1533,2,32,3
3327,159,16,510,121,1463,235,242,132,1879,1,33,3
3077,135,9,459,78,5419,235,236,133,3345,2,29,1
2959,328,30,228,119,5609,135,190,187,4820,2,24,1
2906,143,16,212,59,1650,241,235,118,2219,2,13,3
2942,310,8,216,33,3548,197,234,177,2491,2,29,1
2960,19,9,335,-28,1438,214,220,143,1740,2,29,1
2741,296,25,210,74,1978,143,223,217,342,2,33,3
3002,58,3,240,-19,1230,222,233,147,750,1,23,3
3145,51,17,277,67,1426,226,202,104,153,1,22,1
3015,43,8,319,44,4143,222,222,136,1231,2,29,1
2883,95,27,120,-35,210,251,188,48,604,1,29,1
2590,3,18,95,23,1351,192,202,144,1867,2,11,3
3225,324,6,362,23,2420,205,233,168,1521,1,31,3
2815,314,23,108,34,1429,154,215,199,2377,2,33,3
2648,76,2,182,1,722,222,235,150,1747,2,23,1
3374,200,6,30,-1,2847,218,246,163,541,7,38,3
3386,297,11,400,64,3921,189,237,187,1973,7,40,3
3090,31,15,124,14,1061,215,205,123,1495,2,33,3
3330,71,9,67,7,2821,231,222,124,2389,7,39,1
2693,13,16,342,120,782,203,206,137,2083,2,29,1
3242,73,14,150,-36,1503,236,212,104,1661,1,38,1
2948,123,16,201,60,1897,245,227,106,1128,2,29,1
3017,347,9,30,3,1254,204,226,161,1438,2,23,3
3256,239,19,900,171,524,181,252,205,2859,2,32,3
3405,299,11,339,17,4920,190,236,186,3999,7,38,3
2773,88,31,240,132,247,248,173,30,1917,5,30,1
2789,60,22,313,54,1570,231,188,78,2488,2,29,1
2975,2,13,655,60,2676,202,215,150,1500,1,32,3
2931,222,14,685,131,2520,202,252,185,1624,2,26,3
2902,320,17,480,198,1253,173,221,187,2311,2,33,3
2998,17,7,342,59,1624,214,225,147,2434,2,23,3
2905,329,14,67,6,4790,187,223,176,1748,5,23,1
2960,204,30,297,119,955,189,250,178,361,2,13,3
2975,109,19,270,82,1998,249,214,85,1519,1,31,3
3031,41,14,362,72,4025,221,208,119,2263,2,24,1
3219,49,13,0,0,2733,225,211,117,2447,1,22,1
3178,64,7,402,105,4780,227,226,133,1651,1,29,1
3160,214,18,360,83,1036,200,254,184,2110,1,39,1
2792,92,17,0,0,1134,244,212,92,1797,2,33,3
3170,126,10,153,8,3007,238,233,125,3608,1,22,1
2704,90,12,450,104,1358,239,220,110,2497,2,12,1
3082,142,16,576,123,390,241,235,118,1689,2,33,3
2863,357,23,90,12,1260,177,191,146,2213,2,31,3
2991,175,9,120,-3,5370,225,245,153,1991,1,23,1
3045,183,4,335,71,3072,221,242,157,1158,1,23,3
3145,187,9,769,138,6301,221,247,159,1370,2,29,1
2997,301,7,150,13,3948,201,237,176,1579,2,23,1
2855,353,24,446,-30,842,173,192,151,234,1,33,3
3060,48,7,134,20,2980,223,225,137,1426,2,32,3
3032,250,13,0,0,2190,191,249,196,1180,1,22,3
2939,132,17,323,-12,4179,245,229,106,5773,2,29,1
3122,33,18,182,15,1710,214,199,115,1754,2,23,3
3271,40,15,324,68,4297,220,207,118,1959,1,39,3
2893,130,14,170,20,5267,243,231,114,4189,2,29,1
2672,28,8,42,0,1729,217,223,141,5435,2,29,1
3159,24,14,90,6,3237,212,209,132,787,1,32,3
2904,52,16,300,91,3144,227,205,107,1996,2,33,3
2924,330,15,162,28,4200,182,220,177,2554,2,29,1
2959,345,13,210,7,3534,195,220,163,6494,1,29,1
2957,59,16,577,76,1695,231,205,102,2946,2,33,3
3276,79,26,85,23,3975,243,183,53,4112,7,39,1
3021,135,12,212,30,5490,239,235,124,4941,1,29,1
3100,45,10,124,7,5182,223,219,130,858,2,29,1
2939,130,12,134,49,5721,240,233,121,4817,2,30,1
3256,223,21,872,-13,3973,188,254,196,1052,2,33,3
3255,99,18,457,150,1170,246,213,89,2193,2,29,1
3079,355,22,162,42,872,178,194,150,1953,1,29,1
2722,67,8,474,-31,1418,228,224,129,1411,2,29,1
2989,216,12,30,-4,1348,207,252,179,216,2,23,3
2914,333,16,511,210,1277,181,217,175,2280,2,33,3
3172,24,9,573,135,3952,215,220,141,2695,2,30,1
2896,307,17,319,101,2177,170,227,197,1276,1,33,3
2920,84,9,300,65,3454,233,225,125,2221,2,29,1
2870,295,28,212,108,1159,132,220,223,1248,2,13,3
3055,347,13,323,-11,2331,194,218,162,1265,1,23,3
2927,52,11,300,47,3444,226,216,123,4629,2,12,1
2870,341,10,268,62,4086,199,225,165,5269,2,12,1
3288,193,24,323,102,2135,209,250,162,1282,1,33,3
2664,129,32,162,95,1123,252,203,52,716,2,13,3
3109,161,17,255,36,6170,235,242,132,2155,2,29,1
2827,337,17,162,12,2359,181,215,171,1048,2,33,3
3082,61,15,60,14,5105,231,207,104,774,1,30,1
3170,266,10,499,114,3062,195,245,188,201,2,32,3
3294,299,10,228,70,1200,193,237,184,2389,2,40,1
2754,151,18,134,48,1440,240,237,119,2465,2,10,3
3062,79,17,85,8,1774,240,206,90,3131,1,33,3
2530,43,18,60,-5,2594,221,199,107,780,6,10,3
2946,37,2,30,2,1842,219,234,151,2440,2,19,3
2783,301,25,85,-6,2431,144,221,213,342,1,33,3
3201,6,2,540,69,1176,216,234,155,2045,2,32,3
3014,127,7,899,95,5418,232,236,136,5909,2,12,1
3199,39,6,201,12,3343,220,227,142,3486,1,23,1
2939,97,4,0,0,4327,226,234,143,5232,2,20,1
2759,79,13,0,0,376,237,216,107,1124,2,23,1
3169,273,13,607,45,3505,185,243,197,1226,1,13,3
3013,27,17,361,154,1484,211,201,122,3174,1,24,3
3288,321,16,503,60,1862,176,222,185,830,1,31,3
2747,90,5,510,76,1707,228,231,137,1911,2,12,1
3305,49,9,541,128,1266,224,220,130,2486,2,23,1
3232,268,8,277,8,5943,199,243,184,1213,1,22,1
2594,325,21,30,15,1198,164,213,186,1406,6,20,3
3018,33,7,30,2,4054,219,226,143,2461,2,29,1
3238,222,11,120,4,3573,206,251,180,1565,2,32,3
3155,4,12,616,114,4510,204,218,150,2012,1,29,1
2928,27,7,450,15,3596,218,225,144,4068,2,12,1
2740,45,12,424,53,323,223,214,123,1020,2,11,3
2590,75,11,108,0,1173,234,219,116,1767,2,11,3
2972,86,10,323,53,4790,235,223,119,6388,2,12,1
3055,47,8,150,-5,1652,223,222,133,3065,1,23,1
2738,141,6,30,-7,1712,230,238,142,832,2,20,1
2707,16,14,430,50,466,208,211,138,778,2,11,3
2390,39,10,60,5,242,221,218,131,408,6,10,3
3113,85,16,391,-7,1681,241,211,96,3005,2,29,1
3006,314,16,150,29,1215,176,226,189,1866,2,31,3
2444,38,31,134,43,1120,203,157,70,957,6,10,3
2750,31,8,124,23,1861,218,222,140,1528,2,29,1
2962,250,28,408,119,2793,149,246,227,603,2,13,3
3359,130,27,443,126,1897,252,213,69,1639,7,39,1
2892,195,10,42,4,1879,218,249,164,2250,2,33,3
2781,114,10,30,-4,3137,238,230,121,2463,2,20,1
2802,74,31,379,166,1015,239,167,36,731,2,13,3
2918,78,6,313,60,3340,227,230,137,4446,2,12,1
2815,25,21,306,81,90,205,191,116,865,2,11,3
2474,356,15,30,7,1478,195,212,154,815,6,10,3
3128,9,18,255,38,1641,197,202,138,1999,1,24,3
2859,41,14,300,58,1385,221,209,121,2122,2,11,3
3122,27,3,319,42,1054,218,232,151,2663,2,31,3
2982,197,9,60,1,1590,218,248,164,1426,2,23,1
2530,218,31,190,115,1679,171,251,199,513,3,4,3
2985,22,15,234,34,4614,209,206,130,1026,2,29,1
2849,127,23,228,80,1981,251,219,83,1231,5,13,3
3206,48,13,510,88,2998,224,211,118,824,1,33,3
2547,181,10,30,0,2262,223,247,156,2112,3,2,3
3084,22,3,300,40,3421,218,233,153,649,1,29,1
2532,72,23,0,0,900,239,189,70,1040,2,4,3
2919,72,25,0,0,518,239,182,59,1679,2,33,3
3269,106,7,30,4,3765,232,232,132,3704,7,38,1
3098,287,16,212,-22,2106,173,237,204,2040,2,32,3
3125,3,12,750,329,1245,204,217,150,1144,1,31,3
3167,60,31,300,47,1484,226,160,43,2650,1,33,3
2639,45,6,90,5,150,222,227,141,547,2,11,3
3224,3,18,180,-18,3390,194,204,145,3597,7,38,1
2702,30,13,371,68,430,216,212,130,342,2,10,3
2945,241,8,212,32,5222,204,247,181,4008,2,29,1
3196,291,12,67,12,4153,186,238,192,1362,1,22,3
2828,91,27,382,167,1706,249,186,47,1532,2,13,3
2924,98,19,480,128,1034,247,209,82,782,2,29,1
2517,343,8,30,-1,1401,204,228,163,1320,6,17,3
2833,66,16,360,82,1200,234,206,98,2522,2,10,3
3351,82,8,190,2,3113,232,225,126,1693,7,39,3
2604,141,6,42,-10,3384,229,238,143,2672,1,11,3
3131,106,10,90,-1,5342,238,228,120,2045,2,29,1
3430,3,19,638,233,4213,191,201,144,3590,7,39,3
3268,191,1,1032,137,2081,219,239,157,2349,1,31,3
3062,29,5,192,14,2886,218,229,147,1560,2,32,3
3327,129,10,511,78,1321,237,234,126,2387,1,32,3
2772,118,17,108,-19,541,247,223,98,277,5,30,1
2912,4,12,201,47,3013,204,216,149,2081,2,29,1
3151,215,15,319,63,2042,204,253,182,750,1,29,1
2514,58,16,258,86,1024,230,203,101,1110,3,4,3
3190,180,19,256,89,2940,223,248,149,942,1,33,3
3088,217,21,295,53,2912,194,254,190,1590,2,31,3
2477,9,12,85,11,1418,206,216,146,811,6,10,3
2845,5,13,295,18,1891,204,215,148,1532,2,31,3
2889,88,21,270,84,300,246,200,72,1328,1,29,1
3191,195,16,201,12,2854,216,251,165,1075,2,32,3
2985,90,6,510,59,5190,229,231,136,6303,2,29,1
3403,102,19,330,6,2166,248,210,82,3482,7,40,1
3058,195,17,895,147,3091,214,252,165,1812,2,33,3
2912,28,5,255,45,3317,218,230,148,2938,2,12,1
3128,315,12,42,2,1507,189,230,181,726,1,21,3
3010,98,10,127,20,1682,237,225,118,1890,2,30,1
3067,92,8,134,-10,847,233,228,128,1487,1,23,1
2883,328,14,42,6,5083,185,222,177,4419,2,24,1
3128,295,5,671,67,1964,206,238,172,2579,1,32,3
